@relation 'tesco-21200475-weka.filters.unsupervised.attribute.Remove-R1-13,15-48,66-77'

@attribute carb numeric
@attribute f_beer numeric
@attribute f_dairy numeric
@attribute f_eggs numeric
@attribute f_fats_oils numeric
@attribute f_fish numeric
@attribute f_fruit_veg numeric
@attribute f_grains numeric
@attribute f_meat_red numeric
@attribute f_poultry numeric
@attribute f_readymade numeric
@attribute f_sauces numeric
@attribute f_soft_drinks numeric
@attribute f_spirits numeric
@attribute f_sweets numeric
@attribute f_tea_coffee numeric
@attribute f_water numeric
@attribute f_wine numeric

@data
18.031996,0.01181,0.11396,0.010528,0.030256,0.020081,0.288566,0.151727,0.048725,0.018677,0.06472,0.016907,0.024399,0.002811,0.150317,0.007376,0.023589,0.015552
17.350214,0.010976,0.10745,0.012504,0.034606,0.023841,0.307393,0.13589,0.056939,0.021584,0.05264,0.017566,0.023853,0.002733,0.143217,0.005601,0.02844,0.014765
18.522371,0.009739,0.107771,0.01154,0.030815,0.022232,0.280919,0.158431,0.053771,0.023381,0.052237,0.014605,0.027846,0.002715,0.156743,0.006329,0.029172,0.011754
17.040196,0.019797,0.102926,0.010574,0.027718,0.024763,0.278133,0.142281,0.048897,0.021265,0.068963,0.015389,0.02941,0.002821,0.14585,0.005294,0.025774,0.030143
16.958962,0.011487,0.118961,0.013435,0.030698,0.025011,0.321938,0.135687,0.049299,0.019801,0.048966,0.013932,0.017202,0.002466,0.146702,0.005984,0.022599,0.015833
17.62712,0.014805,0.104007,0.013481,0.033964,0.028493,0.280245,0.145424,0.054052,0.024085,0.047395,0.017913,0.032059,0.003165,0.141482,0.00655,0.03489,0.01799
16.1886,0.010262,0.101457,0.013656,0.031005,0.025628,0.375552,0.125609,0.042001,0.018046,0.037964,0.010726,0.025321,0.003541,0.128967,0.006797,0.032827,0.010642
15.990157,0.013895,0.117866,0.014864,0.033668,0.0259,0.332113,0.129571,0.055997,0.020892,0.047038,0.016329,0.018525,0.003528,0.124099,0.00595,0.020743,0.019023
18.346126,0.01223,0.101716,0.013513,0.03661,0.026114,0.269564,0.147628,0.055203,0.021875,0.049384,0.017451,0.030929,0.003629,0.157692,0.006396,0.035737,0.014331
17.657324,0.032593,0.110131,0.010562,0.025197,0.015292,0.237521,0.154758,0.045598,0.018071,0.065187,0.014101,0.038251,0.003615,0.166956,0.005131,0.031012,0.026025
17.581199,0.016204,0.106178,0.011177,0.033114,0.023796,0.301481,0.141443,0.052334,0.019359,0.055442,0.016048,0.020634,0.00255,0.145902,0.005788,0.025408,0.02314
18.542245,0.018566,0.112197,0.012849,0.029438,0.019378,0.245065,0.154792,0.054612,0.020907,0.056824,0.011418,0.03683,0.00487,0.16025,0.00575,0.041939,0.014315
16.448843,0.019171,0.100575,0.011854,0.022643,0.023102,0.309818,0.139563,0.046946,0.025571,0.068139,0.012788,0.024365,0.002277,0.140849,0.005069,0.02603,0.021239
16.798032,0.016895,0.103462,0.011351,0.027249,0.027985,0.309309,0.130472,0.04941,0.021777,0.064355,0.015785,0.023192,0.002522,0.146404,0.005534,0.022456,0.021843
20.144229,0.008858,0.122254,0.01337,0.040544,0.017323,0.229033,0.164094,0.033789,0.014059,0.049589,0.010493,0.044012,0.004023,0.192235,0.005285,0.046011,0.005027
17.682068,0.012479,0.099773,0.009786,0.026114,0.023871,0.303099,0.142972,0.047678,0.018155,0.076084,0.014218,0.022934,0.002023,0.149396,0.006944,0.023918,0.020556
19.662048,0.010115,0.097101,0.011551,0.03083,0.01854,0.238032,0.160413,0.053081,0.018831,0.066641,0.01578,0.036828,0.003657,0.179634,0.006076,0.043609,0.009281
20.586839,0.010467,0.094818,0.008476,0.0223,0.01675,0.237838,0.172776,0.047932,0.018066,0.07951,0.010846,0.035989,0.003779,0.188152,0.006461,0.032345,0.013495
17.809638,0.015568,0.10035,0.013351,0.025689,0.020113,0.312607,0.147816,0.043918,0.018324,0.063736,0.015684,0.019086,0.001917,0.152236,0.006577,0.022522,0.020506
17.257343,0.020054,0.104292,0.011342,0.026527,0.021238,0.274335,0.143113,0.049536,0.021012,0.061985,0.015489,0.034617,0.003263,0.156098,0.005427,0.028323,0.02335
17.033736,0.025885,0.113721,0.011743,0.021751,0.015726,0.261243,0.150335,0.043942,0.019794,0.06707,0.011696,0.035486,0.002975,0.165095,0.004319,0.027914,0.021305
18.737663,0.025708,0.103602,0.010093,0.026927,0.018006,0.24943,0.155636,0.052728,0.020903,0.070669,0.014262,0.030938,0.004239,0.160644,0.006472,0.028029,0.021714
17.897539,0.013302,0.105268,0.013643,0.03311,0.025033,0.264297,0.146771,0.060597,0.0239,0.048881,0.016328,0.033194,0.004167,0.15425,0.00718,0.038665,0.011414
15.703413,0.021293,0.111194,0.011215,0.025955,0.02537,0.312681,0.128198,0.047004,0.022073,0.052954,0.014409,0.02024,0.002479,0.142229,0.005292,0.02388,0.03353
17.59381,0.013316,0.105247,0.013559,0.037869,0.025372,0.285893,0.142263,0.052908,0.021465,0.045834,0.017035,0.028493,0.003977,0.147134,0.006893,0.039615,0.013128
17.772719,0.018976,0.103116,0.011964,0.029988,0.018833,0.254173,0.14323,0.050409,0.020788,0.060003,0.014109,0.036777,0.003981,0.171811,0.007237,0.036182,0.018423
16.737253,0.01456,0.10611,0.013595,0.031806,0.029427,0.299972,0.135418,0.058053,0.025181,0.051257,0.017237,0.02455,0.003341,0.134087,0.006234,0.029814,0.019358
19.73786,0.011768,0.102034,0.010006,0.030571,0.020571,0.275316,0.153706,0.036796,0.014816,0.052806,0.012314,0.031164,0.002193,0.192389,0.005535,0.036566,0.01145
15.06696,0.014119,0.115909,0.013293,0.030244,0.030676,0.343739,0.114867,0.049459,0.019832,0.048633,0.013124,0.017393,0.002889,0.125859,0.005755,0.020623,0.033585
19.581403,0.009658,0.090572,0.008406,0.024173,0.019982,0.240446,0.157637,0.047405,0.019855,0.086334,0.010083,0.037448,0.002538,0.189401,0.006638,0.039688,0.009738
16.708459,0.016705,0.101988,0.014046,0.028347,0.025969,0.297603,0.136335,0.048944,0.021349,0.056948,0.015457,0.027368,0.003811,0.148012,0.00563,0.025118,0.02637
19.183927,0.009077,0.121457,0.014297,0.035306,0.023703,0.252768,0.160169,0.05135,0.020749,0.045134,0.015538,0.028998,0.003337,0.159067,0.006856,0.042495,0.009698
18.747842,0.008791,0.111701,0.012605,0.035641,0.021013,0.272626,0.153179,0.052205,0.021445,0.046206,0.016943,0.02984,0.003554,0.160837,0.006252,0.03435,0.012813
15.498573,0.024973,0.118535,0.009815,0.018293,0.017522,0.313232,0.11985,0.046318,0.01447,0.071826,0.007451,0.021777,0.003648,0.1373,0.004347,0.024223,0.046421
18.397608,0.014767,0.098837,0.012617,0.034561,0.023328,0.265143,0.14913,0.066843,0.022986,0.062024,0.017644,0.02717,0.003702,0.146851,0.005992,0.033451,0.014954
17.32619,0.017331,0.102148,0.013578,0.031249,0.02461,0.29239,0.13975,0.058031,0.022464,0.052798,0.0171,0.028602,0.003393,0.143053,0.005697,0.030816,0.016991
17.066997,0.016854,0.10188,0.012199,0.022959,0.021198,0.293205,0.14206,0.048,0.021017,0.070878,0.012144,0.027711,0.003777,0.151029,0.00547,0.026822,0.022798
19.960092,0.013423,0.094324,0.007014,0.017373,0.009755,0.205135,0.187641,0.042164,0.021888,0.111174,0.010964,0.041116,0.004233,0.178249,0.005401,0.033376,0.016769
18.532858,0.018359,0.104914,0.008572,0.0266,0.018451,0.255045,0.152358,0.045914,0.020058,0.062674,0.014058,0.039056,0.004149,0.171611,0.00575,0.03324,0.01919
19.214246,0.011676,0.095955,0.010452,0.030746,0.02426,0.258626,0.161934,0.047182,0.020881,0.056827,0.016551,0.034722,0.003599,0.162321,0.006892,0.049017,0.008359
19.203075,0.00977,0.09876,0.01131,0.034684,0.023671,0.239428,0.1602,0.06311,0.026228,0.055721,0.016639,0.039239,0.003169,0.165974,0.007079,0.038028,0.00699
18.562836,0.011769,0.106346,0.011086,0.023048,0.016925,0.267412,0.160215,0.041842,0.020612,0.072818,0.011988,0.036415,0.002823,0.171314,0.004718,0.030473,0.010196
18.971847,0.016401,0.092234,0.008851,0.028046,0.015602,0.246486,0.168284,0.043466,0.022492,0.076909,0.012444,0.037617,0.005215,0.174696,0.005988,0.032359,0.012912
17.37195,0.013965,0.110235,0.012021,0.031583,0.021471,0.298372,0.135602,0.055126,0.022206,0.053244,0.016753,0.022718,0.003037,0.153158,0.005639,0.024174,0.020697
17.86198,0.01091,0.113178,0.015988,0.039261,0.024565,0.288699,0.141452,0.055232,0.018773,0.045513,0.014979,0.026908,0.003251,0.149665,0.005135,0.034558,0.011933
17.520104,0.018895,0.096582,0.013175,0.030376,0.024783,0.280426,0.151194,0.046057,0.020388,0.050608,0.015392,0.038248,0.004178,0.145961,0.005914,0.037774,0.020048
18.970998,0.014236,0.105602,0.010333,0.02808,0.017839,0.259151,0.161012,0.047872,0.021016,0.058277,0.01349,0.034002,0.004384,0.173053,0.006344,0.030629,0.014681
18.841331,0.014437,0.098218,0.011886,0.028854,0.02153,0.246524,0.156503,0.054194,0.021158,0.058785,0.015402,0.036746,0.003716,0.174556,0.006281,0.035592,0.015618
15.964976,0.017843,0.121506,0.014408,0.031213,0.024296,0.323112,0.130233,0.054239,0.020201,0.049819,0.015394,0.018444,0.003115,0.130585,0.006443,0.019775,0.019374
17.405266,0.020658,0.107802,0.011878,0.027905,0.022788,0.273992,0.151426,0.046073,0.019729,0.063566,0.013562,0.030825,0.003592,0.145051,0.005281,0.031317,0.024556
18.746769,0.015023,0.096776,0.012824,0.033206,0.023696,0.268016,0.150577,0.062151,0.02442,0.056162,0.020708,0.024115,0.003044,0.157747,0.005576,0.027249,0.01871
17.705482,0.014896,0.103049,0.009892,0.024707,0.018933,0.287279,0.149008,0.048265,0.020495,0.072269,0.012293,0.027649,0.002657,0.156054,0.005369,0.027696,0.019487
18.340348,0.011946,0.11274,0.010002,0.02739,0.021302,0.283339,0.147004,0.051089,0.020344,0.062228,0.014708,0.023792,0.002179,0.164719,0.005929,0.022974,0.018316
15.517981,0.024259,0.11324,0.012848,0.024156,0.023962,0.313432,0.123894,0.050013,0.024311,0.057457,0.013998,0.023771,0.002312,0.135563,0.004841,0.023968,0.027974
15.648886,0.018445,0.112476,0.01044,0.030146,0.024386,0.334744,0.124316,0.049569,0.020206,0.047505,0.014225,0.019994,0.002902,0.13469,0.005055,0.023957,0.026946
15.584408,0.012103,0.108771,0.012152,0.041495,0.029122,0.338206,0.118837,0.043132,0.019049,0.044215,0.011961,0.017757,0.001858,0.140218,0.007107,0.026833,0.027184
18.439988,0.01093,0.10176,0.010169,0.023794,0.015472,0.25754,0.169904,0.037332,0.015667,0.073403,0.011408,0.044242,0.005824,0.171013,0.005454,0.035811,0.010278
19.616309,0.010235,0.111694,0.009352,0.023695,0.016474,0.254005,0.169628,0.042067,0.02174,0.074606,0.012974,0.031192,0.003103,0.176727,0.005377,0.029878,0.007254
15.759499,0.006467,0.110987,0.013398,0.034513,0.028587,0.391638,0.113645,0.04139,0.016829,0.038902,0.012632,0.016943,0.002385,0.125957,0.006691,0.02296,0.016074
19.256138,0.011684,0.105469,0.010667,0.02545,0.018078,0.258863,0.161713,0.039333,0.018179,0.065972,0.011402,0.037384,0.005322,0.179877,0.006613,0.034919,0.009078
17.711507,0.01232,0.109327,0.012273,0.038409,0.024021,0.293104,0.142135,0.048308,0.018778,0.046704,0.014277,0.031101,0.003519,0.147765,0.005671,0.037943,0.014346
17.295126,0.018163,0.104646,0.013899,0.031343,0.024057,0.281157,0.13992,0.056416,0.022207,0.053343,0.016733,0.031968,0.003689,0.147323,0.005851,0.033743,0.015544
18.502367,0.013754,0.099795,0.011818,0.034839,0.026016,0.275137,0.141847,0.054621,0.019427,0.057273,0.018836,0.027234,0.00315,0.164837,0.006248,0.028816,0.016353
17.940815,0.006819,0.11764,0.014379,0.032832,0.02473,0.299129,0.150413,0.038927,0.01816,0.046216,0.012783,0.022686,0.002644,0.152942,0.006401,0.037393,0.015903
18.461888,0.012872,0.098212,0.011536,0.032809,0.02272,0.268827,0.145501,0.065734,0.025701,0.056553,0.02179,0.026105,0.002956,0.156861,0.005428,0.027116,0.019278
19.929955,0.009347,0.103342,0.010268,0.031911,0.020479,0.234199,0.158945,0.043372,0.018309,0.068698,0.014485,0.035584,0.004124,0.191758,0.006811,0.040685,0.007684
16.645108,0.0267,0.107121,0.01111,0.022384,0.018804,0.286395,0.135737,0.044913,0.023138,0.066326,0.01228,0.032026,0.003971,0.157377,0.004382,0.026732,0.020602
18.840824,0.008274,0.100712,0.011551,0.035822,0.023018,0.26693,0.150288,0.059754,0.026831,0.049809,0.016537,0.032937,0.00297,0.161638,0.0067,0.036758,0.00947
17.385227,0.012238,0.106583,0.012262,0.032888,0.024612,0.287968,0.145566,0.050657,0.023481,0.047152,0.015867,0.03202,0.003475,0.139591,0.005826,0.042783,0.01703
17.383353,0.015322,0.10201,0.010926,0.033686,0.026783,0.288653,0.143683,0.050607,0.022068,0.048556,0.016544,0.030607,0.00349,0.142715,0.006561,0.039219,0.018569
17.196812,0.01685,0.114727,0.011657,0.02681,0.022144,0.29608,0.139688,0.046054,0.020298,0.05627,0.013089,0.024967,0.002346,0.15334,0.005672,0.028695,0.021313
19.800556,0.013389,0.091973,0.007067,0.016777,0.011071,0.249352,0.177527,0.037023,0.017863,0.101212,0.012968,0.038514,0.003177,0.175079,0.004279,0.027475,0.015253
21.420835,0.023747,0.086161,0.005975,0.017711,0.010766,0.194674,0.189003,0.037182,0.014466,0.111606,0.010706,0.030752,0.003033,0.219604,0.004246,0.028357,0.01201
20.849418,0.007849,0.127933,0.013004,0.047646,0.015085,0.236648,0.161444,0.021767,0.009386,0.042592,0.010443,0.037374,0.002152,0.211842,0.005014,0.045736,0.004087
17.579308,0.010453,0.101484,0.008754,0.029284,0.023488,0.29975,0.151023,0.056557,0.017113,0.062215,0.011693,0.027778,0.003656,0.143096,0.004823,0.026675,0.022156
19.432577,0.007967,0.111717,0.012039,0.035876,0.017819,0.285531,0.155106,0.045289,0.019193,0.049485,0.017163,0.027903,0.003172,0.16361,0.005711,0.034663,0.007754
16.902931,0.012901,0.111456,0.012679,0.03222,0.028662,0.296635,0.135511,0.054388,0.020398,0.048482,0.015353,0.023557,0.002075,0.150476,0.005992,0.029519,0.019696
16.814224,0.020008,0.108974,0.012388,0.021613,0.019052,0.298696,0.143854,0.047139,0.020125,0.064476,0.013595,0.02346,0.003486,0.150569,0.00494,0.020874,0.026752
16.988197,0.017231,0.112645,0.010455,0.030383,0.025565,0.309781,0.136348,0.047064,0.018943,0.058842,0.011816,0.01777,0.002355,0.151521,0.00471,0.021068,0.023503
17.605221,0.013784,0.112519,0.010985,0.02936,0.021815,0.309491,0.138704,0.044103,0.019953,0.058453,0.016842,0.021074,0.00233,0.150979,0.006325,0.023925,0.019357
14.745993,0.011893,0.118816,0.013762,0.033583,0.030405,0.356215,0.114025,0.046004,0.019338,0.042387,0.013023,0.016534,0.003412,0.121264,0.005723,0.024295,0.029321
16.615658,0.015202,0.115243,0.008602,0.026449,0.021242,0.303123,0.138567,0.048295,0.023863,0.057104,0.013568,0.027858,0.002432,0.14539,0.005861,0.031661,0.015541
21.114327,0.009896,0.090457,0.00652,0.015663,0.014,0.243917,0.182807,0.036632,0.016343,0.108171,0.010964,0.027416,0.002028,0.196649,0.005877,0.021807,0.010855
20.881743,0.007634,0.116617,0.011451,0.021113,0.014844,0.216137,0.185416,0.027064,0.013903,0.068494,0.009847,0.046162,0.008098,0.191221,0.005487,0.049038,0.007475
17.783451,0.010869,0.108715,0.012222,0.028384,0.022884,0.303737,0.141229,0.052995,0.020618,0.055733,0.016119,0.020437,0.00376,0.155057,0.007638,0.023074,0.01653
19.831809,0.015533,0.085443,0.00677,0.018758,0.01813,0.222239,0.180881,0.041322,0.015972,0.099411,0.01066,0.045472,0.005703,0.186241,0.00466,0.028789,0.014015
20.985673,0.008318,0.098294,0.009723,0.024644,0.017731,0.244279,0.183681,0.038544,0.015934,0.068058,0.010252,0.03651,0.002946,0.182961,0.008035,0.042648,0.007442
17.038956,0.019759,0.111771,0.013044,0.025918,0.020672,0.310223,0.146727,0.043629,0.020785,0.056585,0.015337,0.017759,0.002553,0.14443,0.005323,0.01956,0.025924
19.386066,0.009329,0.108657,0.012858,0.033039,0.018482,0.244621,0.156172,0.046125,0.020447,0.052686,0.013802,0.039108,0.004253,0.185103,0.005504,0.041802,0.008013
17.97013,0.019542,0.111941,0.010599,0.027783,0.017335,0.253149,0.155557,0.04339,0.019852,0.061777,0.013644,0.03751,0.003278,0.162383,0.005277,0.036102,0.020884
16.72987,0.012867,0.105732,0.01023,0.030982,0.028899,0.296833,0.130317,0.055926,0.023519,0.064162,0.015349,0.023853,0.003565,0.144103,0.006161,0.026018,0.021485
20.649466,0.008599,0.085518,0.005561,0.019328,0.014133,0.250329,0.170548,0.035319,0.017945,0.101401,0.01256,0.025608,0.002794,0.203318,0.006443,0.02653,0.014065
17.523955,0.016194,0.103637,0.011947,0.035275,0.026659,0.279606,0.142804,0.052566,0.021957,0.046327,0.015939,0.034439,0.003768,0.145408,0.006778,0.039554,0.017143
16.131796,0.016707,0.115767,0.010495,0.027195,0.022996,0.294107,0.1355,0.045588,0.022204,0.058447,0.013147,0.035571,0.003635,0.139132,0.005307,0.0305,0.023702
15.359476,0.013038,0.136985,0.015545,0.028709,0.025768,0.341847,0.123153,0.040259,0.019518,0.043314,0.011696,0.017707,0.002528,0.13036,0.005309,0.023757,0.020506
18.554184,0.009376,0.097396,0.011498,0.036206,0.026972,0.265256,0.14897,0.059195,0.023227,0.050602,0.019151,0.035233,0.004525,0.152986,0.007183,0.039669,0.012552
17.751582,0.015481,0.099775,0.012726,0.032272,0.022238,0.270219,0.135916,0.062214,0.025249,0.05469,0.016437,0.0346,0.00502,0.159822,0.006297,0.035899,0.011144
16.157265,0.022077,0.103996,0.011932,0.026203,0.021231,0.294322,0.136322,0.048047,0.021982,0.062395,0.011832,0.025999,0.002947,0.144869,0.004887,0.023898,0.037061
15.519632,0.019361,0.119752,0.011818,0.026162,0.02724,0.320795,0.125106,0.052408,0.021291,0.051913,0.012511,0.01952,0.002094,0.135891,0.004708,0.021046,0.028385
15.609532,0.01265,0.109695,0.014874,0.03458,0.031249,0.335424,0.125986,0.059689,0.021691,0.043203,0.016139,0.019217,0.002964,0.121391,0.005489,0.023094,0.022665
18.881251,0.010649,0.1467,0.011387,0.034064,0.009441,0.262759,0.168428,0.031304,0.014603,0.045432,0.012022,0.033958,0.003021,0.170259,0.004365,0.031769,0.009839
17.664376,0.015524,0.111231,0.009903,0.030688,0.02034,0.281584,0.13686,0.055935,0.022769,0.058977,0.019712,0.022149,0.002642,0.159515,0.004803,0.022584,0.024784
16.091314,0.014954,0.101547,0.013391,0.037018,0.027447,0.334611,0.125102,0.058128,0.021065,0.047445,0.017536,0.015889,0.003128,0.123872,0.004902,0.023524,0.030442
17.338294,0.011715,0.103728,0.013111,0.034225,0.028709,0.291417,0.138247,0.056458,0.02297,0.047959,0.017877,0.028889,0.003917,0.137797,0.005926,0.037608,0.019447
17.968808,0.013448,0.103338,0.010986,0.030185,0.021984,0.291763,0.141615,0.057923,0.022382,0.060094,0.016441,0.021977,0.002639,0.158115,0.005345,0.025063,0.016703
18.750073,0.008721,0.100219,0.012598,0.035036,0.023615,0.262357,0.147182,0.062824,0.02691,0.053314,0.017342,0.033173,0.003462,0.161744,0.006561,0.034864,0.010078
18.781817,0.015893,0.106044,0.009152,0.018164,0.01691,0.269017,0.167946,0.037665,0.018136,0.084607,0.012035,0.030213,0.002605,0.167027,0.005669,0.021953,0.016966
19.808818,0.012936,0.092163,0.006203,0.014449,0.014474,0.231933,0.187528,0.033587,0.022139,0.103409,0.008599,0.03389,0.003883,0.190504,0.005825,0.027687,0.010792
18.181151,0.00924,0.112817,0.012166,0.027917,0.023633,0.269355,0.152208,0.046301,0.018437,0.054351,0.014159,0.030063,0.001972,0.161915,0.006215,0.039363,0.019889
19.181325,0.015143,0.09965,0.012695,0.037495,0.021286,0.255914,0.148753,0.052552,0.020044,0.05166,0.018008,0.035053,0.002488,0.178927,0.005985,0.033443,0.010904
19.290131,0.01079,0.124094,0.008119,0.031904,0.012726,0.259946,0.159908,0.028938,0.013518,0.050427,0.014492,0.039737,0.002743,0.188393,0.005718,0.034194,0.014352
18.878695,0.007203,0.11965,0.011441,0.031637,0.016626,0.305284,0.155383,0.034288,0.01515,0.047764,0.01652,0.023868,0.001944,0.161877,0.005236,0.035353,0.010775
17.453482,0.017553,0.106471,0.014202,0.031103,0.022245,0.282536,0.142052,0.049397,0.021971,0.052109,0.015783,0.03288,0.003411,0.153041,0.005498,0.036846,0.012901
18.874659,0.013039,0.102,0.014076,0.032462,0.024315,0.272802,0.144949,0.048293,0.021367,0.048878,0.017307,0.032397,0.002309,0.176271,0.005648,0.034427,0.009462
17.549991,0.014121,0.104031,0.012842,0.031674,0.024368,0.280128,0.138201,0.064732,0.024733,0.056091,0.017734,0.026983,0.003514,0.146802,0.005799,0.035442,0.012806
17.177927,0.015968,0.103347,0.01297,0.033379,0.025042,0.29523,0.141519,0.055865,0.023637,0.049436,0.018698,0.028794,0.003643,0.135716,0.005483,0.03245,0.018824
17.610267,0.018618,0.101123,0.010787,0.023276,0.021298,0.309707,0.146377,0.040392,0.020005,0.068828,0.011698,0.020167,0.001984,0.155777,0.005145,0.021847,0.022972
17.154025,0.019535,0.112732,0.012238,0.024452,0.017501,0.267775,0.148285,0.048566,0.019772,0.063698,0.012741,0.033269,0.003299,0.160954,0.004697,0.027017,0.023472
18.278974,0.013045,0.102263,0.011946,0.033941,0.025082,0.264348,0.148814,0.061038,0.022314,0.053355,0.018047,0.032076,0.004591,0.150616,0.00709,0.036702,0.014733
19.653745,0.009389,0.106829,0.007865,0.030775,0.017155,0.249602,0.168456,0.033537,0.015144,0.072861,0.009964,0.039999,0.002971,0.182805,0.005534,0.038187,0.008925
18.974274,0.008659,0.104422,0.01344,0.034649,0.023258,0.266333,0.150474,0.050188,0.019695,0.055413,0.015237,0.032456,0.003464,0.166645,0.006055,0.040372,0.00924
18.976717,0.008134,0.116183,0.01082,0.034023,0.018107,0.263045,0.165191,0.042051,0.018228,0.051531,0.01298,0.031564,0.004264,0.173079,0.006015,0.035021,0.009765
19.73168,0.014239,0.097829,0.010571,0.024745,0.017104,0.244758,0.161667,0.036987,0.013675,0.079575,0.010354,0.04567,0.005839,0.186998,0.008313,0.03282,0.008856
18.294088,0.016705,0.109109,0.0086,0.029519,0.018543,0.271956,0.161019,0.045321,0.018941,0.07127,0.025251,0.025058,0.001634,0.150388,0.006482,0.025434,0.01477
18.433558,0.012356,0.103111,0.01238,0.023546,0.021478,0.294131,0.14588,0.043492,0.016011,0.065226,0.011283,0.029541,0.002691,0.169714,0.006151,0.030094,0.012916
18.505813,0.011791,0.101691,0.013663,0.036538,0.025178,0.272114,0.146391,0.053284,0.020753,0.046401,0.019223,0.031599,0.004236,0.160226,0.006656,0.03702,0.013235
18.287379,0.015903,0.110962,0.008963,0.027854,0.01714,0.265067,0.145234,0.056838,0.023268,0.061269,0.017771,0.023991,0.00246,0.170774,0.004522,0.024787,0.023195
15.644534,0.015035,0.108445,0.012867,0.030392,0.026276,0.33451,0.121378,0.055645,0.022609,0.05133,0.013787,0.018188,0.002805,0.136705,0.004809,0.019211,0.026004
19.313785,0.011036,0.093793,0.011588,0.031288,0.021739,0.255793,0.156344,0.056537,0.023262,0.066966,0.013633,0.037033,0.004994,0.158535,0.00674,0.042258,0.00846
19.003297,0.011699,0.093208,0.008422,0.022602,0.015409,0.240839,0.168685,0.038171,0.016274,0.081622,0.010288,0.054718,0.004211,0.188237,0.00544,0.032981,0.007193
17.665995,0.010426,0.121951,0.012428,0.032433,0.020126,0.316949,0.136981,0.042256,0.020116,0.048525,0.018622,0.019298,0.002248,0.147736,0.005186,0.027003,0.017717
19.604315,0.014721,0.09773,0.009035,0.021621,0.014064,0.232208,0.175584,0.043065,0.018386,0.085233,0.014292,0.039577,0.00417,0.182066,0.006546,0.026309,0.015391
16.429034,0.020471,0.103554,0.012213,0.029951,0.029533,0.311915,0.133356,0.052848,0.02166,0.052436,0.016091,0.020226,0.003065,0.134722,0.00584,0.022771,0.029348
18.926848,0.01021,0.116655,0.011281,0.034345,0.018177,0.251675,0.15592,0.042134,0.017924,0.053293,0.01352,0.037987,0.004027,0.17842,0.006684,0.038213,0.009535
19.434634,0.00905,0.101973,0.011631,0.032721,0.026525,0.282608,0.146627,0.045297,0.01707,0.053853,0.015798,0.02556,0.001937,0.179866,0.005698,0.034318,0.009467
17.382657,0.014745,0.104145,0.012068,0.027786,0.017873,0.298067,0.145659,0.042023,0.017828,0.07062,0.013838,0.021185,0.002419,0.156812,0.006093,0.023906,0.024932
19.51398,0.014439,0.089297,0.007723,0.015447,0.013971,0.233954,0.173193,0.033396,0.014673,0.101179,0.010424,0.045351,0.003241,0.197534,0.005671,0.025961,0.014547
16.802904,0.013197,0.1045,0.01415,0.035854,0.025349,0.328569,0.131834,0.055555,0.021379,0.047899,0.017308,0.018727,0.002756,0.131219,0.005446,0.026267,0.019988
17.238307,0.017692,0.106146,0.012193,0.030812,0.022239,0.28551,0.139352,0.05602,0.020587,0.053838,0.017563,0.031193,0.003765,0.144942,0.005793,0.031743,0.020612
18.564537,0.011333,0.11954,0.012073,0.031589,0.017515,0.275386,0.159424,0.039528,0.018797,0.046282,0.0116,0.031321,0.004298,0.168867,0.0054,0.035284,0.011763
17.194568,0.016722,0.110796,0.012506,0.032608,0.024985,0.27991,0.14042,0.05507,0.021633,0.057558,0.016903,0.026604,0.002397,0.1457,0.004989,0.028904,0.022296
17.726546,0.014595,0.103336,0.011149,0.030742,0.021619,0.286935,0.143864,0.056928,0.021109,0.054885,0.015913,0.031576,0.003747,0.144791,0.007021,0.03797,0.013819
17.479361,0.015316,0.116881,0.012687,0.033089,0.019243,0.26258,0.147887,0.054204,0.022639,0.053208,0.014037,0.031251,0.003749,0.158539,0.00516,0.03047,0.019058
18.014414,0.015024,0.110961,0.014055,0.025766,0.02254,0.286546,0.151468,0.040416,0.020949,0.056753,0.015067,0.0286,0.002622,0.157388,0.006524,0.03371,0.01161
17.0705,0.014261,0.095851,0.012206,0.036037,0.032567,0.30451,0.137921,0.06089,0.021961,0.049384,0.018621,0.025356,0.003563,0.135509,0.005892,0.027684,0.017789
16.591355,0.009181,0.092565,0.0115,0.029018,0.021751,0.377551,0.12627,0.040608,0.016098,0.038847,0.01046,0.033092,0.003497,0.126391,0.006806,0.045788,0.010577
19.713261,0.00855,0.094864,0.010938,0.032277,0.017848,0.245091,0.156568,0.055509,0.022191,0.068929,0.015376,0.037399,0.003723,0.179044,0.006037,0.036505,0.00915
19.819449,0.009816,0.104908,0.009451,0.021065,0.01419,0.243625,0.170175,0.036989,0.017269,0.076177,0.012015,0.041777,0.00455,0.188563,0.0069,0.031182,0.011349
16.994678,0.017188,0.118183,0.01275,0.025782,0.02562,0.321411,0.129137,0.036129,0.01931,0.050863,0.013764,0.022039,0.001715,0.150368,0.006047,0.029507,0.020186
18.579319,0.018569,0.102604,0.010358,0.03078,0.02095,0.259322,0.149952,0.054916,0.020644,0.064702,0.017285,0.025096,0.002866,0.166308,0.005993,0.028528,0.021126
15.865108,0.016927,0.102269,0.014658,0.033414,0.027928,0.327568,0.128048,0.053724,0.024719,0.050191,0.017612,0.023419,0.00329,0.12198,0.0058,0.023493,0.024959
20.811629,0.013332,0.083007,0.008101,0.024589,0.016292,0.22085,0.182159,0.039208,0.0178,0.095314,0.010052,0.037052,0.003173,0.203542,0.005534,0.029918,0.010077
