% COMP47460 2021 - Assignment 1
% Dataset tesco for student ID number 21200475
@relation tesco-21200475

@attribute area_id {E05000026,E05000027,E05000028,E05000029,E05000030,E05000031,E05000032,E05000033,E05000034,E05000035,E05000036,E05000037,E05000038,E05000039,E05000040,E05000041,E05000042,E05000043,E05000044,E05000045,E05000046,E05000047,E05000048,E05000049,E05000050,E05000051,E05000052,E05000053,E05000054,E05000055,E05000056,E05000057,E05000058,E05000059,E05000060,E05000061,E05000062,E05000063,E05000085,E05000086,E05000087,E05000088,E05000089,E05000090,E05000091,E05000092,E05000093,E05000094,E05000095,E05000096,E05000097,E05000098,E05000099,E05000100,E05000101,E05000102,E05000103,E05000104,E05000105,E05000106,E05000107,E05000108,E05000109,E05000110,E05000111,E05000112,E05000113,E05000114,E05000115,E05000116,E05000117,E05000118,E05000119,E05000120,E05000121,E05000122,E05000123,E05000124,E05000125,E05000126,E05000127,E05000128,E05000129,E05000130,E05000131,E05000132,E05000133,E05000134,E05000135,E05000136,E05000137,E05000138,E05000139,E05000140,E05000141,E05000142,E05000143,E05000144,E05000145,E05000170,E05000171,E05000172,E05000173,E05000174,E05000175,E05000176,E05000177,E05000178,E05000179,E05000180,E05000181,E05000182,E05000183,E05000184,E05000185,E05000186,E05000187,E05000188,E05000189,E05000190,E05000191,E05000192,E05000193,E05000194,E05000195,E05000196,E05000197,E05000198,E05000199,E05000200,E05000201,E05000202,E05000203,E05000204,E05000205,E05000206,E05000207,E05000208,E05000209,E05000210,E05000211,E05000212,E05000213,E05000214,E05000215,E05000216,E05000217,E05000218,E05000219,E05000220,E05000221,E05000222,E05000223,E05000224,E05000225,E05000226,E05000227,E05000228,E05000229,E05000230,E05000250,E05000251,E05000252,E05000253,E05000254,E05000255,E05000256,E05000257,E05000258,E05000259,E05000260,E05000261,E05000262,E05000263,E05000264,E05000265,E05000266,E05000267,E05000268,E05000269,E05000270,E05000271,E05000272,E05000273,E05000274,E05000275,E05000276,E05000277,E05000278,E05000279,E05000280,E05000281,E05000282,E05000283,E05000284,E05000285,E05000286,E05000287,E05000288,E05000289,E05000290,E05000291,E05000292,E05000293,E05000294,E05000295,E05000296,E05000297,E05000298,E05000299,E05000300,E05000301,E05000302,E05000303,E05000304,E05000305,E05000306,E05000307,E05000308,E05000309,E05000310,E05000311,E05000312,E05000313,E05000314,E05000315,E05000316,E05000317,E05000318,E05000319,E05000320,E05000321,E05000322,E05000323,E05000324,E05000325,E05000326,E05000327,E05000328,E05000329,E05000330,E05000331,E05000332,E05000333,E05000334,E05000335,E05000336,E05000337,E05000338,E05000339,E05000340,E05000341,E05000342,E05000343,E05000344,E05000345,E05000346,E05000347,E05000348,E05000349,E05000350,E05000351,E05000352,E05000353,E05000354,E05000355,E05000356,E05000357,E05000358,E05000359,E05000360,E05000361,E05000362,E05000363,E05000364,E05000365,E05000366,E05000367,E05000368,E05000369,E05000370,E05000371,E05000372,E05000373,E05000374,E05000375,E05000376,E05000377,E05000378,E05000379,E05000380,E05000381,E05000400,E05000401,E05000402,E05000403,E05000404,E05000405,E05000406,E05000407,E05000408,E05000409,E05000410,E05000411,E05000412,E05000413,E05000414,E05000415,E05000416,E05000417,E05000418,E05000419,E05000420,E05000421,E05000422,E05000423,E05000424,E05000425,E05000426,E05000427,E05000428,E05000429,E05000430,E05000431,E05000432,E05000433,E05000434,E05000435,E05000436,E05000437,E05000438,E05000439,E05000440,E05000441,E05000442,E05000443,E05000444,E05000445,E05000446,E05000447,E05000448,E05000449,E05000450,E05000451,E05000452,E05000453,E05000454,E05000455,E05000456,E05000457,E05000458,E05000459,E05000460,E05000461,E05000462,E05000463,E05000464,E05000465,E05000466,E05000467,E05000468,E05000469,E05000470,E05000471,E05000472,E05000473,E05000474,E05000475,E05000476,E05000477,E05000478,E05000479,E05000480,E05000481,E05000482,E05000483,E05000484,E05000485,E05000486,E05000487,E05000488,E05000489,E05000490,E05000491,E05000492,E05000493,E05000494,E05000516,E05000517,E05000518,E05000519,E05000520,E05000521,E05000522,E05000523,E05000524,E05000525,E05000526,E05000527,E05000528,E05000529,E05000530,E05000531,E05000532,E05000533,E05000555,E05000556,E05000557,E05000558,E05000559,E05000560,E05000561,E05000562,E05000563,E05000564,E05000565,E05000566,E05000567,E05000568,E05000569,E05000570,E05000571,E05000572,E05000590,E05000591,E05000592,E05000593,E05000594,E05000595,E05000596,E05000597,E05000598,E05000599,E05000600,E05000601,E05000602,E05000603,E05000604,E05000605,E05000606,E05000607,E05000608,E05000609,E05000610,E05000611,E05000612,E05000613,E05000614,E05000615,E05000616,E05000617,E05000618,E05000619,E05000620,E05000621,E05000622,E05000623,E05000624,E05000625,E05000626,E05000627,E05000628,E05000629,E05000630,E05000631,E05000632,E05000633,E05000634,E05000635,E05000636,E05000637,E05000638,E05000639,E05000640,E05000641,E05000642,E05000643,E05000644,E05000645,E05000646,E05000647,E05000648,E05000649,E05009288,E05009302,E05009317,E05009318,E05009319,E05009320,E05009321,E05009322,E05009323,E05009324,E05009325,E05009326,E05009327,E05009328,E05009329,E05009330,E05009331,E05009332,E05009333,E05009334,E05009335,E05009336,E05009367,E05009368,E05009369,E05009370,E05009371,E05009372,E05009373,E05009374,E05009375,E05009376,E05009377,E05009378,E05009379,E05009380,E05009381,E05009382,E05009383,E05009384,E05009385,E05009386,E05009387,E05009388,E05009389,E05009390,E05009391,E05009392,E05009393,E05009394,E05009395,E05009396,E05009397,E05009398,E05009399,E05009400,E05009401,E05009402,E05009403,E05009404,E05009405}
@attribute weight numeric
@attribute weight_std numeric
@attribute volume numeric
@attribute volume_std numeric
@attribute fat numeric
@attribute fat_std numeric
@attribute saturate numeric
@attribute saturate_std numeric
@attribute sugar numeric
@attribute sugar_std numeric
@attribute protein numeric
@attribute protein_std numeric
@attribute carb numeric
@attribute carb_std numeric
@attribute fibre numeric
@attribute fibre_std numeric
@attribute alcohol numeric
@attribute alcohol_std numeric
@attribute energy_fat numeric
@attribute energy_fat_std numeric
@attribute energy_saturate numeric
@attribute energy_saturate_std numeric
@attribute energy_sugar numeric
@attribute energy_sugar_std numeric
@attribute energy_protein numeric
@attribute energy_protein_std numeric
@attribute energy_carb numeric
@attribute energy_carb_std numeric
@attribute energy_fibre numeric
@attribute energy_fibre_std numeric
@attribute energy_alcohol numeric
@attribute energy_alcohol_std numeric
@attribute energy_alcohol_ci95 numeric
@attribute energy_tot numeric
@attribute energy_tot_std numeric
@attribute f_energy_fat numeric
@attribute f_energy_saturate numeric
@attribute f_energy_sugar numeric
@attribute f_energy_protein numeric
@attribute f_energy_carb numeric
@attribute f_energy_fibre numeric
@attribute f_energy_alcohol numeric
@attribute energy_density numeric
@attribute h_nutrients_weight numeric
@attribute h_nutrients_weight_norm numeric
@attribute h_nutrients_calories numeric
@attribute h_nutrients_calories_norm numeric
@attribute f_beer numeric
@attribute f_dairy numeric
@attribute f_eggs numeric
@attribute f_fats_oils numeric
@attribute f_fish numeric
@attribute f_fruit_veg numeric
@attribute f_grains numeric
@attribute f_meat_red numeric
@attribute f_poultry numeric
@attribute f_readymade numeric
@attribute f_sauces numeric
@attribute f_soft_drinks numeric
@attribute f_spirits numeric
@attribute f_sweets numeric
@attribute f_tea_coffee numeric
@attribute f_water numeric
@attribute f_wine numeric
@attribute f_dairy_weight numeric
@attribute f_eggs_weight numeric
@attribute f_fats_oils_weight numeric
@attribute f_fish_weight numeric
@attribute f_fruit_veg_weight numeric
@attribute f_grains_weight numeric
@attribute f_meat_red_weight numeric
@attribute f_poultry_weight numeric
@attribute f_readymade_weight numeric
@attribute f_sauces_weight numeric
@attribute f_sweets_weight numeric
@attribute 'Diabetes category' {mid,high,low}

@data
E05000380,351.832918,346.593543,106.83494,82.798287,8.585091,13.852552,3.448382,6.486099,9.812005,16.276506,5.247041,6.596135,16.746578,22.484926,1.557565,2.364904,0.396352,2.222582,77.265822,124.672971,31.035438,58.374888,39.248022,65.106024,20.988163,26.384539,66.986314,89.939703,2.948718,4.668096,2.774461,15.558074,0.030436,170.963477,170.429525,0.451943,0.181533,0.22957,0.122764,0.391817,0.017248,0.016228,0.485922,1.712293,0.737444,1.616468,0.696175,0.01996,0.101934,0.012,0.02554,0.021631,0.280476,0.137485,0.048196,0.018219,0.058399,0.013824,0.04986,0.007787,0.152014,0.005316,0.025052,0.022307,0.065739,0.027461,0.026194,0.021759,0.367944,0.19941,0.058335,0.045963,0.070518,0.016208,0.100468,low
E05009379,438.764425,514.692463,121.081271,113.807213,9.011079,15.301256,3.451678,6.674837,9.690367,15.848083,5.349385,6.509668,18.428714,23.746812,1.560952,2.31139,0.161096,1.475957,81.099709,137.711305,31.065106,60.073537,38.76147,63.392334,21.397541,26.038672,73.714856,94.987249,2.961023,4.551395,1.12767,10.331701,0.018462,180.3008,178.741649,0.449802,0.172296,0.214982,0.118677,0.408844,0.016423,0.006254,0.410928,1.64423,0.708131,1.554084,0.669308,0.008903,0.107489,0.012384,0.038208,0.026743,0.276767,0.148792,0.055693,0.021022,0.045668,0.016014,0.031425,0.003099,0.150882,0.006883,0.041618,0.00841,0.061638,0.028401,0.037011,0.021341,0.343411,0.233033,0.059277,0.055014,0.042487,0.01391,0.104476,mid
E05000357,335.261255,407.950824,119.134387,110.831298,10.078761,14.610502,4.185538,7.411978,11.538338,17.417271,4.87806,5.815958,19.160821,23.06765,1.592458,2.353254,0.260356,2.07373,90.70885,131.494516,37.669841,66.7078,46.153354,69.669085,19.512241,23.263831,76.643283,92.270602,2.91974,4.565091,1.822489,14.51611,0.129863,191.606604,179.844528,0.473412,0.1966,0.240876,0.101835,0.400003,0.015238,0.009512,0.571514,1.639789,0.706219,1.530981,0.659358,0.012915,0.119833,0.008568,0.029237,0.01396,0.221839,0.167816,0.029801,0.012978,0.077011,0.008798,0.050533,0.007043,0.19791,0.005496,0.028715,0.007544,0.083344,0.023459,0.031665,0.015908,0.330374,0.232683,0.033375,0.036919,0.05968,0.012507,0.140086,high
E05000096,443.807731,634.018202,134.238582,109.358769,8.829228,15.098552,3.588635,7.258806,9.921272,15.737263,4.909668,6.080282,17.967635,23.012298,1.623472,2.432653,0.180224,1.559478,79.463049,135.886972,32.297715,65.32925,39.685089,62.949051,19.638671,24.321128,71.87054,92.04919,3.030968,4.756241,1.261568,10.916348,0.022869,175.264796,177.582551,0.453389,0.18428,0.226429,0.112051,0.410068,0.017294,0.007198,0.394912,1.64724,0.709428,1.551072,0.66801,0.009739,0.119456,0.014127,0.033762,0.018204,0.311075,0.146721,0.039334,0.020622,0.046873,0.013497,0.024879,0.003169,0.151519,0.005271,0.032141,0.009611,0.063166,0.028722,0.027527,0.01565,0.371116,0.249178,0.042576,0.050355,0.04122,0.013128,0.097362,high
E05009321,421.015309,554.556262,121.984072,103.493696,9.063881,14.443872,3.531139,6.208853,10.736832,16.654984,5.176789,6.205472,19.887674,24.266049,1.582029,2.337211,0.164441,1.447357,81.574929,129.994849,31.780251,55.879681,42.947329,66.619935,20.707154,24.821886,79.550695,97.064196,2.952197,4.474924,1.151084,10.131501,0.015891,185.93606,178.30103,0.438726,0.17092,0.230979,0.111367,0.427839,0.015877,0.006191,0.441637,1.61048,0.693596,1.538483,0.662588,0.01268,0.104919,0.013958,0.0324,0.025044,0.255734,0.153382,0.044901,0.01759,0.048742,0.016255,0.034959,0.002409,0.187778,0.0054,0.035163,0.008685,0.058342,0.034629,0.029583,0.022324,0.343959,0.235411,0.049174,0.043506,0.048875,0.016807,0.117391,mid
E05009382,404.918697,542.78553,114.397585,104.868392,9.114084,15.076826,3.496497,6.586246,10.307542,16.485009,5.037393,6.332569,18.087224,23.579759,1.547688,2.387843,0.229701,1.655123,82.026753,135.691433,31.468473,59.276217,41.230168,65.940034,20.149571,25.330274,72.348894,94.319034,2.873491,4.674451,1.607905,11.585858,0.038935,179.006615,179.395625,0.458233,0.175795,0.230328,0.112563,0.404169,0.016052,0.008982,0.44208,1.653198,0.711994,1.555603,0.669962,0.012879,0.104264,0.012793,0.033154,0.021387,0.264033,0.152564,0.044806,0.018756,0.051896,0.015724,0.042596,0.003789,0.15853,0.006628,0.041455,0.014746,0.064471,0.029648,0.031132,0.01922,0.329354,0.249576,0.049181,0.048698,0.053396,0.014862,0.110461,mid
E05000044,437.673238,517.494913,130.009939,113.665454,8.831058,14.458429,3.480365,6.405208,10.502914,16.84767,5.336727,6.249183,19.877242,24.192832,1.569147,2.381143,0.198207,1.732757,79.479526,130.125858,31.323287,57.646869,42.011657,67.390679,21.346907,24.996733,79.508967,96.771329,2.946217,4.613555,1.387446,12.129299,0.022155,184.669064,174.520399,0.430389,0.169618,0.227497,0.115595,0.430548,0.015954,0.007513,0.421934,1.617963,0.696819,1.555008,0.669705,0.00913,0.110142,0.015363,0.032028,0.019319,0.248435,0.170816,0.052617,0.023138,0.044959,0.014093,0.031665,0.004142,0.174025,0.00626,0.034591,0.009277,0.057397,0.037805,0.028014,0.017822,0.329914,0.241407,0.05821,0.063599,0.040845,0.013683,0.111305,mid
E05000089,420.190707,558.790034,122.535308,109.879701,9.268069,15.175189,3.725662,7.203593,10.085648,16.224504,5.262067,6.440715,18.608156,23.691649,1.615753,2.456198,0.227353,1.729869,83.412618,136.576697,33.530959,64.832337,40.342593,64.898014,21.048267,25.762862,74.432625,94.766598,3.029153,4.819284,1.591473,12.109086,0.023916,183.514135,178.282785,0.45453,0.182716,0.219834,0.114696,0.405596,0.016506,0.008672,0.43674,1.655335,0.712914,1.560544,0.67209,0.011912,0.107361,0.013316,0.035397,0.022181,0.269512,0.154948,0.051604,0.020377,0.047396,0.015661,0.030882,0.003308,0.16134,0.006344,0.034831,0.013631,0.061021,0.029313,0.031539,0.020507,0.339503,0.248071,0.054988,0.050051,0.045184,0.015387,0.104435,mid
E05000316,347.648454,456.996836,102.811952,94.840398,9.004493,13.697355,3.465772,6.202141,10.974682,17.216956,5.218665,6.23941,19.330965,23.233383,1.670699,2.385535,0.204028,1.56111,81.040437,123.276192,31.191948,55.819267,43.898728,68.867824,20.874661,24.957641,77.323861,92.933534,3.093105,4.695331,1.428197,10.927772,0.064451,183.760261,175.371389,0.441012,0.169743,0.238891,0.113597,0.420787,0.016832,0.007772,0.528581,1.636803,0.704933,1.556496,0.670346,0.010717,0.086902,0.00649,0.022635,0.015226,0.26316,0.163105,0.045851,0.019271,0.080975,0.012544,0.035079,0.003663,0.181631,0.006654,0.033079,0.013017,0.054007,0.01762,0.02518,0.015369,0.398263,0.180926,0.058395,0.05369,0.068285,0.01505,0.113215,mid
E05000461,364.394996,502.70447,107.140114,99.931657,8.977266,14.155888,3.481836,6.408075,10.578937,16.795133,4.991655,6.275309,17.751958,23.119997,1.575168,2.457724,0.320581,1.908353,80.795394,127.402994,31.336528,57.672676,42.315749,67.180532,19.966618,25.101234,71.007833,92.479989,2.930468,4.850904,2.24407,13.358474,0.061626,176.944382,175.401635,0.456615,0.177098,0.239147,0.112841,0.4013,0.016562,0.012682,0.485584,1.674627,0.721223,1.578093,0.679648,0.019779,0.104759,0.010737,0.025816,0.019545,0.255335,0.15187,0.044491,0.021496,0.057346,0.014171,0.040829,0.005853,0.164619,0.005786,0.037573,0.019996,0.062342,0.024088,0.026326,0.019091,0.337783,0.239198,0.055361,0.059963,0.051772,0.016812,0.107262,mid
E05000185,355.599077,435.730176,111.950458,104.436916,9.414849,14.000499,3.70526,6.381771,11.472063,17.133344,5.140484,6.186988,19.856176,23.79997,1.654708,2.526259,0.189218,1.665204,84.733643,126.004488,33.347342,57.435942,45.888251,68.533375,20.561935,24.747951,79.424704,95.19988,3.080682,4.999931,1.324526,11.65643,0.052418,189.12549,176.697138,0.448029,0.176324,0.242634,0.108721,0.419958,0.016289,0.007003,0.53185,1.623257,0.699099,1.539556,0.663051,0.009513,0.100402,0.008826,0.022679,0.015174,0.24318,0.167592,0.04236,0.017705,0.067148,0.011992,0.041541,0.004128,0.194266,0.008171,0.035691,0.009635,0.061466,0.022045,0.025135,0.016119,0.333535,0.246418,0.051939,0.048787,0.054653,0.014843,0.12506,high
E05009392,386.525292,355.209645,101.525577,80.388219,8.444264,14.657457,3.344834,6.835614,8.160579,14.313654,5.459183,6.678125,16.342471,22.08144,1.587966,2.423955,0.340797,1.90165,75.998379,131.917115,30.10351,61.520528,32.642318,57.254616,21.836732,26.7125,65.369882,88.325762,3.024651,4.808323,2.385578,13.311551,0.024731,168.615222,169.041506,0.450721,0.178534,0.193591,0.129506,0.387687,0.017938,0.014148,0.436233,1.720846,0.741128,1.621046,0.698147,0.014835,0.11402,0.016787,0.033628,0.028348,0.307743,0.139802,0.046707,0.020488,0.049482,0.01571,0.022045,0.004465,0.121446,0.0061,0.031316,0.027076,0.073709,0.038206,0.029476,0.025907,0.378624,0.189208,0.057281,0.052002,0.054458,0.01603,0.085098,low
E05000555,339.522932,507.334371,105.439863,95.907888,9.549076,13.44343,3.673936,6.215793,12.023954,17.890451,5.314423,6.128858,20.990314,23.865792,1.74307,2.545693,0.21296,1.672288,85.941686,120.990871,33.065422,55.942134,48.095817,71.561803,21.257694,24.515434,83.961256,95.463168,3.241133,5.078863,1.490719,11.706013,0.128746,195.892487,177.046985,0.438719,0.168794,0.245522,0.108517,0.428609,0.016545,0.00761,0.576964,1.617368,0.696562,1.544503,0.665181,0.008928,0.084436,0.006965,0.020484,0.014247,0.219971,0.180808,0.037865,0.017698,0.094409,0.011239,0.044387,0.005034,0.196828,0.007725,0.036725,0.012252,0.050714,0.018518,0.023782,0.017456,0.327012,0.258057,0.047563,0.039632,0.059952,0.013535,0.14378,mid
E05000186,356.796594,421.006747,117.127184,101.563957,9.095419,14.013197,3.515061,6.428273,10.440853,16.329536,5.242875,6.321381,19.206593,23.200134,1.710731,2.412735,0.174277,1.551311,81.858768,126.118771,31.635547,57.854454,41.763414,65.318145,20.971498,25.285522,76.826372,92.800536,3.18198,4.729377,1.219936,10.859178,0.060442,184.058554,174.014908,0.444743,0.171878,0.226903,0.113939,0.417402,0.017288,0.006628,0.515864,1.639228,0.705977,1.552237,0.668512,0.008029,0.113042,0.010441,0.026539,0.018178,0.271885,0.169955,0.042386,0.015742,0.069645,0.012205,0.029889,0.004006,0.161409,0.006572,0.030521,0.009558,0.072247,0.028045,0.026329,0.018527,0.347971,0.231802,0.05024,0.040849,0.058315,0.014008,0.111666,high
E05000563,303.344627,326.471775,104.98943,86.645769,9.665464,13.365125,3.705637,6.104769,12.146912,18.669853,5.22039,6.195193,20.533594,23.869596,1.66868,2.405868,0.256462,1.679143,86.989178,120.286126,33.350737,54.942919,48.587647,74.679412,20.881559,24.780772,82.134375,95.478386,3.068557,4.79711,1.795236,11.754001,0.089829,194.868905,177.588119,0.446398,0.171144,0.249335,0.107157,0.421485,0.015747,0.009213,0.642401,1.62569,0.700146,1.546669,0.666114,0.018448,0.090472,0.008896,0.018998,0.012986,0.217948,0.184347,0.036988,0.015763,0.096026,0.009308,0.037385,0.00325,0.202033,0.004364,0.025483,0.017304,0.056902,0.023914,0.026508,0.015992,0.32871,0.21206,0.052838,0.04679,0.083517,0.013519,0.13925,mid
E05000178,367.665107,488.499045,110.210638,102.388332,9.311409,14.417269,3.657938,6.666347,10.489565,16.470729,5.189789,6.333423,18.662289,23.22558,1.645422,2.484786,0.240104,1.776531,83.802682,129.755424,32.921442,59.99712,41.958258,65.882917,20.759156,25.333693,74.649158,92.90232,3.064821,4.86188,1.680726,12.435716,0.048495,183.956541,175.844648,0.455557,0.178963,0.228088,0.112848,0.405798,0.016661,0.009137,0.500337,1.656629,0.713471,1.560255,0.671965,0.012557,0.103169,0.009649,0.029404,0.019143,0.268879,0.156753,0.045531,0.019429,0.063098,0.012896,0.033602,0.005196,0.167015,0.008272,0.032846,0.012561,0.067748,0.024461,0.028847,0.019736,0.356035,0.217497,0.052234,0.052523,0.052844,0.014047,0.114028,mid
E05000462,322.313412,273.068644,91.283394,70.938445,8.72256,13.941712,3.470544,6.654471,9.757032,16.069233,5.264023,6.580233,16.599509,22.101661,1.686578,2.467342,0.28399,1.642707,78.503037,125.475411,31.234895,59.890237,39.028126,64.276931,21.056093,26.320933,66.398036,88.406643,3.20429,4.920963,1.987928,11.498951,0.048815,171.149384,171.199904,0.458681,0.182501,0.228035,0.123028,0.387954,0.018722,0.011615,0.531003,1.710525,0.736683,1.599734,0.688968,0.015792,0.11027,0.01366,0.025104,0.020384,0.328433,0.133718,0.04203,0.020234,0.060899,0.012945,0.017641,0.002814,0.146376,0.005727,0.018093,0.025881,0.08013,0.031857,0.023423,0.02022,0.391606,0.172231,0.051718,0.046908,0.067202,0.015686,0.099018,low
E05000602,397.601781,422.358819,116.919193,103.465675,8.964432,14.118828,3.56023,6.620434,9.979754,16.215584,5.54274,6.602085,19.032075,23.569935,1.586303,2.306008,0.259683,1.83956,80.679884,127.069455,32.042069,59.583903,39.919016,64.862335,22.170959,26.40834,76.1283,94.279742,2.991968,4.523674,1.817781,12.876921,0.020303,183.788893,172.22279,0.438981,0.174342,0.2172,0.120633,0.414216,0.016279,0.009891,0.462244,1.654827,0.712695,1.578771,0.67994,0.013806,0.097303,0.011522,0.0329,0.022442,0.257332,0.152209,0.063045,0.025027,0.057679,0.021504,0.028003,0.003277,0.16282,0.00638,0.027762,0.016989,0.054467,0.024839,0.033872,0.021108,0.351972,0.196572,0.070237,0.060512,0.061152,0.021448,0.103821,mid
E05000290,431.072057,567.188484,128.455127,111.458632,8.758103,14.686746,3.484271,6.789594,10.063068,16.005337,5.102425,6.269878,18.71507,23.496296,1.635039,2.409019,0.195081,1.646227,78.82293,132.180714,31.358438,61.10635,40.252272,64.021348,20.4097,25.079513,74.86028,93.985186,3.044891,4.649603,1.365566,11.523586,0.026381,178.503368,176.109557,0.441577,0.175674,0.225499,0.114338,0.419377,0.017058,0.00765,0.414092,1.639829,0.706236,1.558191,0.671076,0.00974,0.108875,0.011898,0.033241,0.018761,0.294037,0.149634,0.048368,0.020423,0.051836,0.017699,0.02588,0.003276,0.157053,0.00544,0.033423,0.010418,0.064338,0.023066,0.029802,0.015873,0.369148,0.234218,0.050401,0.048474,0.048413,0.016662,0.099605,high
E05000442,411.604903,493.575548,111.001783,112.198057,8.902735,14.323505,3.400171,6.06047,11.052076,16.96268,5.214401,6.290549,20.18251,24.483287,1.566308,2.329926,0.24496,1.969348,80.124614,128.911541,30.60154,54.544232,44.208303,67.850721,20.857603,25.162194,80.730038,97.933149,2.939298,4.56541,1.714722,13.785436,0.038312,186.366274,177.077268,0.429931,0.164201,0.237212,0.111917,0.433179,0.015772,0.009201,0.45278,1.615509,0.695762,1.556665,0.670419,0.012194,0.09196,0.009291,0.032253,0.020955,0.234505,0.162269,0.054699,0.020152,0.055052,0.017588,0.042133,0.00627,0.181472,0.008783,0.041435,0.008987,0.055938,0.022249,0.036941,0.019898,0.327487,0.237933,0.05882,0.053207,0.049679,0.017003,0.120844,mid
E05009324,343.93737,363.101606,98.959962,88.47592,8.841601,13.680783,3.43865,6.220152,9.710472,15.586902,5.409055,6.610851,17.386022,22.310673,1.654731,2.470291,0.247777,1.600644,79.574405,123.127045,30.947848,55.981364,38.841889,62.34761,21.63622,26.443405,69.544087,89.24269,3.119193,4.881477,1.734437,11.204508,0.033086,175.608341,170.402034,0.453136,0.176232,0.221185,0.123207,0.396018,0.017762,0.009877,0.510582,1.68948,0.72762,1.587971,0.683902,0.018672,0.101998,0.011852,0.023118,0.020907,0.297454,0.14256,0.050529,0.021256,0.066744,0.013966,0.024145,0.002472,0.154129,0.005856,0.025476,0.018866,0.071927,0.02769,0.022408,0.020154,0.373182,0.191473,0.058105,0.049926,0.069548,0.016634,0.098955,low
E05000176,342.518634,350.641748,105.750213,88.23196,9.335753,14.481775,3.651773,6.726028,10.015408,16.108976,5.413877,6.556832,18.031996,22.802831,1.711906,2.541454,0.202265,1.459668,84.021776,130.335974,32.865954,60.534251,40.061634,64.435906,21.65551,26.227328,72.127983,91.211326,3.227533,5.025793,1.415852,10.217674,0.036306,182.448653,174.323546,0.460523,0.180138,0.219578,0.118694,0.395333,0.01769,0.00776,0.532668,1.675972,0.721802,1.566777,0.674774,0.01181,0.11396,0.010528,0.030256,0.020081,0.288566,0.151727,0.048725,0.018677,0.06472,0.016907,0.024399,0.002811,0.150317,0.007376,0.023589,0.015552,0.075094,0.025227,0.030574,0.019836,0.35437,0.208805,0.056029,0.042488,0.069162,0.018769,0.099647,mid
E05000063,413.766646,488.70823,119.263755,106.058005,8.938304,14.812978,3.545806,6.941307,9.440625,15.689913,5.296616,6.591643,17.350214,22.829035,1.640058,2.442916,0.219123,1.67371,80.444732,133.316806,31.912256,62.471763,37.762502,62.759651,21.186463,26.366571,69.400855,91.316139,3.075147,4.786144,1.533858,11.715967,0.014487,175.641055,174.003514,0.458006,0.18169,0.214998,0.120624,0.395129,0.017508,0.008733,0.424493,1.681852,0.724334,1.575263,0.678429,0.010976,0.10745,0.012504,0.034606,0.023841,0.307393,0.13589,0.056939,0.021584,0.05264,0.017566,0.023853,0.002733,0.143217,0.005601,0.02844,0.014765,0.063881,0.025858,0.031412,0.021719,0.383791,0.193025,0.062651,0.050408,0.053624,0.01669,0.096941,mid
E05000205,416.9383,532.900501,124.17271,115.301812,9.02439,14.593934,3.514946,6.653589,9.933405,16.140035,5.464516,6.556897,18.522371,23.418988,1.65278,2.549015,0.189784,1.603781,81.219514,131.345409,31.634514,59.882302,39.73362,64.560141,21.858063,26.227587,74.089483,93.67595,3.088168,4.976323,1.328488,11.226466,0.032759,181.583716,175.297761,0.447284,0.174214,0.218817,0.120375,0.408018,0.017007,0.007316,0.435517,1.658065,0.71409,1.566406,0.674614,0.009739,0.107771,0.01154,0.030815,0.022232,0.280919,0.158431,0.053771,0.023381,0.052237,0.014605,0.027846,0.002715,0.156743,0.006329,0.029172,0.011754,0.057198,0.024997,0.028402,0.021708,0.357703,0.235761,0.059117,0.059377,0.044409,0.013432,0.097896,mid
E05000618,343.610129,369.559362,101.263513,83.626344,9.039569,14.152855,3.541179,6.688524,9.447144,15.844025,5.474536,6.672188,17.040196,22.392819,1.648139,2.479027,0.34745,1.795927,81.356124,127.375698,31.870615,60.196712,37.788577,63.3761,21.898143,26.68875,68.160783,89.571275,3.111155,4.916537,2.432151,12.571492,0.042281,176.958356,171.55748,0.459747,0.180102,0.213545,0.123747,0.38518,0.017581,0.013744,0.514997,1.714815,0.73853,1.606121,0.691719,0.019797,0.102926,0.010574,0.027718,0.024763,0.278133,0.142281,0.048897,0.021265,0.068963,0.015389,0.02941,0.002821,0.14585,0.005294,0.025774,0.030143,0.067259,0.023331,0.027909,0.024688,0.34813,0.207482,0.058402,0.050137,0.075955,0.016879,0.099828,low
E05000179,357.336052,346.286276,107.020533,92.337798,9.098436,14.577111,3.688416,6.926061,9.722004,15.922612,5.397702,6.676214,16.958962,22.528865,1.671796,2.582107,0.207426,1.535474,81.885923,131.193997,33.195741,62.334546,38.888016,63.690446,21.590809,26.704858,67.835849,90.115458,3.162475,5.068363,1.451984,10.748321,0.023278,175.92704,172.650255,0.465454,0.18869,0.221046,0.122726,0.385591,0.017976,0.008253,0.492329,1.694777,0.729901,1.576432,0.678932,0.011487,0.118961,0.013435,0.030698,0.025011,0.321938,0.135687,0.049299,0.019801,0.048966,0.013932,0.017202,0.002466,0.146702,0.005984,0.022599,0.015833,0.079156,0.030831,0.025817,0.023671,0.382601,0.191063,0.054939,0.046725,0.05023,0.014768,0.100199,mid
