% COMP47460 2021 - Assignment 1
% Dataset tesco for student ID number 21200475
@relation tesco-21200475

@attribute area_id {E05000026,E05000027,E05000028,E05000029,E05000030,E05000031,E05000032,E05000033,E05000034,E05000035,E05000036,E05000037,E05000038,E05000039,E05000040,E05000041,E05000042,E05000043,E05000044,E05000045,E05000046,E05000047,E05000048,E05000049,E05000050,E05000051,E05000052,E05000053,E05000054,E05000055,E05000056,E05000057,E05000058,E05000059,E05000060,E05000061,E05000062,E05000063,E05000085,E05000086,E05000087,E05000088,E05000089,E05000090,E05000091,E05000092,E05000093,E05000094,E05000095,E05000096,E05000097,E05000098,E05000099,E05000100,E05000101,E05000102,E05000103,E05000104,E05000105,E05000106,E05000107,E05000108,E05000109,E05000110,E05000111,E05000112,E05000113,E05000114,E05000115,E05000116,E05000117,E05000118,E05000119,E05000120,E05000121,E05000122,E05000123,E05000124,E05000125,E05000126,E05000127,E05000128,E05000129,E05000130,E05000131,E05000132,E05000133,E05000134,E05000135,E05000136,E05000137,E05000138,E05000139,E05000140,E05000141,E05000142,E05000143,E05000144,E05000145,E05000170,E05000171,E05000172,E05000173,E05000174,E05000175,E05000176,E05000177,E05000178,E05000179,E05000180,E05000181,E05000182,E05000183,E05000184,E05000185,E05000186,E05000187,E05000188,E05000189,E05000190,E05000191,E05000192,E05000193,E05000194,E05000195,E05000196,E05000197,E05000198,E05000199,E05000200,E05000201,E05000202,E05000203,E05000204,E05000205,E05000206,E05000207,E05000208,E05000209,E05000210,E05000211,E05000212,E05000213,E05000214,E05000215,E05000216,E05000217,E05000218,E05000219,E05000220,E05000221,E05000222,E05000223,E05000224,E05000225,E05000226,E05000227,E05000228,E05000229,E05000230,E05000250,E05000251,E05000252,E05000253,E05000254,E05000255,E05000256,E05000257,E05000258,E05000259,E05000260,E05000261,E05000262,E05000263,E05000264,E05000265,E05000266,E05000267,E05000268,E05000269,E05000270,E05000271,E05000272,E05000273,E05000274,E05000275,E05000276,E05000277,E05000278,E05000279,E05000280,E05000281,E05000282,E05000283,E05000284,E05000285,E05000286,E05000287,E05000288,E05000289,E05000290,E05000291,E05000292,E05000293,E05000294,E05000295,E05000296,E05000297,E05000298,E05000299,E05000300,E05000301,E05000302,E05000303,E05000304,E05000305,E05000306,E05000307,E05000308,E05000309,E05000310,E05000311,E05000312,E05000313,E05000314,E05000315,E05000316,E05000317,E05000318,E05000319,E05000320,E05000321,E05000322,E05000323,E05000324,E05000325,E05000326,E05000327,E05000328,E05000329,E05000330,E05000331,E05000332,E05000333,E05000334,E05000335,E05000336,E05000337,E05000338,E05000339,E05000340,E05000341,E05000342,E05000343,E05000344,E05000345,E05000346,E05000347,E05000348,E05000349,E05000350,E05000351,E05000352,E05000353,E05000354,E05000355,E05000356,E05000357,E05000358,E05000359,E05000360,E05000361,E05000362,E05000363,E05000364,E05000365,E05000366,E05000367,E05000368,E05000369,E05000370,E05000371,E05000372,E05000373,E05000374,E05000375,E05000376,E05000377,E05000378,E05000379,E05000380,E05000381,E05000400,E05000401,E05000402,E05000403,E05000404,E05000405,E05000406,E05000407,E05000408,E05000409,E05000410,E05000411,E05000412,E05000413,E05000414,E05000415,E05000416,E05000417,E05000418,E05000419,E05000420,E05000421,E05000422,E05000423,E05000424,E05000425,E05000426,E05000427,E05000428,E05000429,E05000430,E05000431,E05000432,E05000433,E05000434,E05000435,E05000436,E05000437,E05000438,E05000439,E05000440,E05000441,E05000442,E05000443,E05000444,E05000445,E05000446,E05000447,E05000448,E05000449,E05000450,E05000451,E05000452,E05000453,E05000454,E05000455,E05000456,E05000457,E05000458,E05000459,E05000460,E05000461,E05000462,E05000463,E05000464,E05000465,E05000466,E05000467,E05000468,E05000469,E05000470,E05000471,E05000472,E05000473,E05000474,E05000475,E05000476,E05000477,E05000478,E05000479,E05000480,E05000481,E05000482,E05000483,E05000484,E05000485,E05000486,E05000487,E05000488,E05000489,E05000490,E05000491,E05000492,E05000493,E05000494,E05000516,E05000517,E05000518,E05000519,E05000520,E05000521,E05000522,E05000523,E05000524,E05000525,E05000526,E05000527,E05000528,E05000529,E05000530,E05000531,E05000532,E05000533,E05000555,E05000556,E05000557,E05000558,E05000559,E05000560,E05000561,E05000562,E05000563,E05000564,E05000565,E05000566,E05000567,E05000568,E05000569,E05000570,E05000571,E05000572,E05000590,E05000591,E05000592,E05000593,E05000594,E05000595,E05000596,E05000597,E05000598,E05000599,E05000600,E05000601,E05000602,E05000603,E05000604,E05000605,E05000606,E05000607,E05000608,E05000609,E05000610,E05000611,E05000612,E05000613,E05000614,E05000615,E05000616,E05000617,E05000618,E05000619,E05000620,E05000621,E05000622,E05000623,E05000624,E05000625,E05000626,E05000627,E05000628,E05000629,E05000630,E05000631,E05000632,E05000633,E05000634,E05000635,E05000636,E05000637,E05000638,E05000639,E05000640,E05000641,E05000642,E05000643,E05000644,E05000645,E05000646,E05000647,E05000648,E05000649,E05009288,E05009302,E05009317,E05009318,E05009319,E05009320,E05009321,E05009322,E05009323,E05009324,E05009325,E05009326,E05009327,E05009328,E05009329,E05009330,E05009331,E05009332,E05009333,E05009334,E05009335,E05009336,E05009367,E05009368,E05009369,E05009370,E05009371,E05009372,E05009373,E05009374,E05009375,E05009376,E05009377,E05009378,E05009379,E05009380,E05009381,E05009382,E05009383,E05009384,E05009385,E05009386,E05009387,E05009388,E05009389,E05009390,E05009391,E05009392,E05009393,E05009394,E05009395,E05009396,E05009397,E05009398,E05009399,E05009400,E05009401,E05009402,E05009403,E05009404,E05009405}
@attribute weight numeric
@attribute weight_std numeric
@attribute volume numeric
@attribute volume_std numeric
@attribute fat numeric
@attribute fat_std numeric
@attribute saturate numeric
@attribute saturate_std numeric
@attribute sugar numeric
@attribute sugar_std numeric
@attribute protein numeric
@attribute protein_std numeric
@attribute carb numeric
@attribute carb_std numeric
@attribute fibre numeric
@attribute fibre_std numeric
@attribute alcohol numeric
@attribute alcohol_std numeric
@attribute energy_fat numeric
@attribute energy_fat_std numeric
@attribute energy_saturate numeric
@attribute energy_saturate_std numeric
@attribute energy_sugar numeric
@attribute energy_sugar_std numeric
@attribute energy_protein numeric
@attribute energy_protein_std numeric
@attribute energy_carb numeric
@attribute energy_carb_std numeric
@attribute energy_fibre numeric
@attribute energy_fibre_std numeric
@attribute energy_alcohol numeric
@attribute energy_alcohol_std numeric
@attribute energy_alcohol_ci95 numeric
@attribute energy_tot numeric
@attribute energy_tot_std numeric
@attribute f_energy_fat numeric
@attribute f_energy_saturate numeric
@attribute f_energy_sugar numeric
@attribute f_energy_protein numeric
@attribute f_energy_carb numeric
@attribute f_energy_fibre numeric
@attribute f_energy_alcohol numeric
@attribute energy_density numeric
@attribute h_nutrients_weight numeric
@attribute h_nutrients_weight_norm numeric
@attribute h_nutrients_calories numeric
@attribute h_nutrients_calories_norm numeric
@attribute f_beer numeric
@attribute f_dairy numeric
@attribute f_eggs numeric
@attribute f_fats_oils numeric
@attribute f_fish numeric
@attribute f_fruit_veg numeric
@attribute f_grains numeric
@attribute f_meat_red numeric
@attribute f_poultry numeric
@attribute f_readymade numeric
@attribute f_sauces numeric
@attribute f_soft_drinks numeric
@attribute f_spirits numeric
@attribute f_sweets numeric
@attribute f_tea_coffee numeric
@attribute f_water numeric
@attribute f_wine numeric
@attribute f_dairy_weight numeric
@attribute f_eggs_weight numeric
@attribute f_fats_oils_weight numeric
@attribute f_fish_weight numeric
@attribute f_fruit_veg_weight numeric
@attribute f_grains_weight numeric
@attribute f_meat_red_weight numeric
@attribute f_poultry_weight numeric
@attribute f_readymade_weight numeric
@attribute f_sauces_weight numeric
@attribute f_sweets_weight numeric
@attribute 'Diabetes category' {mid,high,low}

@data
E05000642,375.016644,455.564779,106.29915,91.165649,8.936024,14.201336,3.503662,6.374166,10.041368,15.932315,5.272341,6.37237,18.181151,23.128821,1.575902,2.378163,0.208473,1.410795,80.424219,127.812023,31.532954,57.367497,40.16547,63.729259,21.089363,25.489481,72.724606,92.515284,2.951691,4.673671,1.459308,9.875567,0.034099,178.649187,173.228601,0.45018,0.176508,0.224829,0.118049,0.407081,0.016522,0.008169,0.476377,1.655965,0.713185,1.564524,0.673804,0.00924,0.112817,0.012166,0.027917,0.023633,0.269355,0.152208,0.046301,0.018437,0.054351,0.014159,0.030063,0.001972,0.161915,0.006215,0.039363,0.019889,0.071629,0.027365,0.02571,0.021929,0.34838,0.228263,0.053076,0.048073,0.051016,0.01492,0.109638,mid
E05009325,413.593035,565.886748,116.769031,104.427455,9.642279,15.546534,3.875532,7.334587,10.629708,16.692442,5.250888,6.436585,19.181325,24.010157,1.571455,2.372793,0.195957,1.564706,86.780507,139.918804,34.879789,66.011281,42.518834,66.769767,21.003553,25.746338,76.725299,96.040628,2.93557,4.579,1.371697,10.952945,0.020666,188.816626,182.557506,0.459602,0.184728,0.225186,0.111238,0.406348,0.015547,0.007265,0.456528,1.637117,0.705068,1.540838,0.663603,0.015143,0.09965,0.012695,0.037495,0.021286,0.255914,0.148753,0.052552,0.020044,0.05166,0.018008,0.035053,0.002488,0.178927,0.005985,0.033443,0.010904,0.059101,0.029668,0.034697,0.018523,0.330617,0.240378,0.056872,0.04808,0.049001,0.018243,0.114821,mid
E05000093,427.097289,716.587481,141.35182,112.180076,9.474975,15.115298,3.958951,7.402205,11.863439,17.761725,4.561425,5.746878,19.290131,24.169392,1.651356,2.537917,0.207712,1.59011,85.274778,136.037683,35.630557,66.619845,47.453755,71.046899,18.245698,22.987512,77.160523,96.67757,3.031359,4.976002,1.453982,11.130772,0.037262,185.16634,183.909208,0.460531,0.192425,0.256276,0.098537,0.416709,0.016371,0.007852,0.433546,1.61803,0.696847,1.522881,0.655869,0.01079,0.124094,0.008119,0.031904,0.012726,0.259946,0.159908,0.028938,0.013518,0.050427,0.014492,0.039737,0.002743,0.188393,0.005718,0.034194,0.014352,0.057877,0.016283,0.027536,0.01133,0.321878,0.294188,0.031854,0.033333,0.044961,0.015421,0.14534,high
E05000303,425.749279,602.473403,132.141845,107.065581,8.698434,14.671955,3.475296,6.819142,10.503458,16.310764,4.762701,5.933997,18.878695,23.57317,1.6449,2.384406,0.147914,1.34776,78.285909,132.047598,31.277667,61.372281,42.013833,65.243055,19.050805,23.735987,75.514779,94.292681,3.063103,4.65746,1.035396,9.434323,0.029617,176.949992,177.563117,0.442418,0.17676,0.237433,0.107662,0.426758,0.017311,0.005851,0.41562,1.616516,0.696195,1.535672,0.661378,0.007203,0.11965,0.011441,0.031637,0.016626,0.305284,0.155383,0.034288,0.01515,0.047764,0.01652,0.023868,0.001944,0.161877,0.005236,0.035353,0.010775,0.064463,0.022782,0.028446,0.014986,0.381478,0.253981,0.037403,0.036901,0.043027,0.016324,0.100209,high
E05000492,394.406095,488.410997,110.75802,100.302207,8.818754,14.403078,3.431861,6.440731,9.761163,15.818788,5.215456,6.495019,17.453482,22.876074,1.545143,2.312524,0.223073,1.590398,79.368785,129.6277,30.88675,57.966582,39.044653,63.275151,20.861823,25.980076,69.813928,91.504297,2.903565,4.529753,1.561508,11.132785,0.017165,174.509609,174.004517,0.45481,0.176992,0.223739,0.119545,0.400058,0.016638,0.008948,0.442462,1.66926,0.718911,1.571268,0.676708,0.017553,0.106471,0.014202,0.031103,0.022245,0.282536,0.142052,0.049397,0.021971,0.052109,0.015783,0.03288,0.003411,0.153041,0.005498,0.036846,0.012901,0.062939,0.033194,0.028634,0.020999,0.356186,0.220463,0.055497,0.055041,0.051499,0.017017,0.098532,mid
E05009322,410.862567,534.322218,115.523147,100.910252,8.985117,14.516147,3.508416,6.33964,10.492223,16.460705,5.225605,6.39931,18.874659,23.874372,1.581971,2.417278,0.167182,1.437726,80.866049,130.645322,31.575743,57.056762,41.968891,65.842818,20.902419,25.597242,75.498636,95.497488,2.937308,4.583691,1.170276,10.064083,0.017183,181.374688,177.063247,0.445851,0.174091,0.231393,0.115244,0.416258,0.016195,0.006452,0.441449,1.633373,0.703455,1.548439,0.666876,0.013039,0.102,0.014076,0.032462,0.024315,0.272802,0.144949,0.048293,0.021367,0.048878,0.017307,0.032397,0.002309,0.176271,0.005648,0.034427,0.009462,0.063101,0.034044,0.028353,0.021915,0.349094,0.225704,0.052798,0.051551,0.049197,0.017957,0.106287,mid
E05000443,404.542534,419.586909,109.99642,101.365269,8.79729,14.339631,3.38243,6.2747,9.426693,15.533701,5.493348,6.714313,17.549991,22.957994,1.553292,2.348958,0.223002,1.70412,79.175613,129.056679,30.441873,56.472296,37.706773,62.134802,21.973393,26.857251,70.199965,91.831974,2.916925,4.55694,1.561011,11.928837,0.013,175.826907,171.663291,0.450304,0.173135,0.214454,0.124972,0.399256,0.01659,0.008878,0.434631,1.675691,0.721681,1.580742,0.680789,0.014121,0.104031,0.012842,0.031674,0.024368,0.280128,0.138201,0.064732,0.024733,0.056091,0.017734,0.026983,0.003514,0.146802,0.005799,0.035442,0.012806,0.065196,0.029867,0.030013,0.022553,0.352583,0.194538,0.071227,0.05989,0.059657,0.018116,0.096359,mid
E05000432,386.006204,411.048193,103.680477,93.119435,8.806195,14.601708,3.429081,6.709041,9.208963,15.524103,5.447009,6.727486,17.177927,22.806953,1.612293,2.396762,0.267129,1.765217,79.255759,131.415368,30.861725,60.38137,36.835851,62.096411,21.788035,26.909945,68.711709,91.227812,3.047249,4.725432,1.869904,12.356517,0.021202,174.672656,172.707113,0.453739,0.176683,0.210885,0.124736,0.393374,0.017445,0.010705,0.452513,1.694608,0.729828,1.593344,0.686216,0.015968,0.103347,0.01297,0.033379,0.025042,0.29523,0.141519,0.055865,0.023637,0.049436,0.018698,0.028794,0.003643,0.135716,0.005483,0.03245,0.018824,0.067662,0.029232,0.030595,0.023852,0.362597,0.20335,0.064333,0.057983,0.051921,0.01845,0.090027,mid
E05000613,309.47375,273.808826,92.80529,74.614229,9.093976,13.94762,3.576914,6.570789,10.153023,16.436087,5.406679,6.636009,17.610267,22.698838,1.732111,2.55608,0.261366,1.551815,81.845788,125.528577,32.192222,59.137098,40.612091,65.744347,21.626717,26.544036,70.441069,90.795352,3.275877,5.085593,1.829561,10.862707,0.048638,179.019013,172.744247,0.45719,0.179826,0.226859,0.120807,0.393484,0.018299,0.01022,0.578463,1.694332,0.729709,1.58728,0.683604,0.018618,0.101123,0.010787,0.023276,0.021298,0.309707,0.146377,0.040392,0.020005,0.068828,0.011698,0.020167,0.001984,0.155777,0.005145,0.021847,0.022972,0.07666,0.024629,0.023345,0.022284,0.38589,0.182367,0.049604,0.046644,0.0701,0.014737,0.10374,low
E05000612,333.342312,374.872985,109.573892,89.681716,8.824022,13.593905,3.538538,6.398113,10.295028,16.662015,5.244312,6.383106,17.154025,22.25987,1.554589,2.340404,0.293006,1.714891,79.416202,122.345141,31.846841,57.583016,41.180111,66.648061,20.977248,25.532423,68.616099,89.039482,2.925815,4.652875,2.051039,12.004238,0.034665,173.986404,169.639828,0.456451,0.183042,0.236686,0.120568,0.394376,0.016816,0.011789,0.521945,1.688864,0.727354,1.588475,0.684119,0.019535,0.112732,0.012238,0.024452,0.017501,0.267775,0.148285,0.048566,0.019772,0.063698,0.012741,0.033269,0.003299,0.160954,0.004697,0.027017,0.023472,0.060212,0.024405,0.02658,0.017529,0.34926,0.224478,0.057879,0.04632,0.073382,0.015035,0.104919,low
E05000451,409.825481,442.874971,102.50173,94.460062,8.715597,14.407565,3.386541,6.488011,9.474684,15.511562,5.423841,6.556714,18.278974,23.283019,1.570215,2.339686,0.243559,1.765764,78.440374,129.668084,30.478865,58.3921,37.898738,62.046249,21.695364,26.226854,73.115895,93.132075,2.967991,4.577367,1.704912,12.36035,0.017187,177.924536,172.398143,0.440863,0.171302,0.213005,0.121936,0.410938,0.016681,0.009582,0.434147,1.661688,0.71565,1.581098,0.680942,0.013045,0.102263,0.011946,0.033941,0.025082,0.264348,0.148814,0.061038,0.022314,0.053355,0.018047,0.032076,0.004591,0.150616,0.00709,0.036702,0.014733,0.059238,0.026545,0.034069,0.024112,0.348997,0.217565,0.066776,0.055126,0.052892,0.017202,0.097479,mid
E05000344,344.007484,427.870451,119.422432,111.506415,9.73677,14.890922,3.844865,7.021067,10.905164,16.533774,5.022496,6.010627,19.653745,23.301092,1.626586,2.330132,0.159427,1.425296,87.630931,134.018297,34.603785,63.189605,43.620657,66.135096,20.089983,24.042508,78.614981,93.204368,3.006134,4.573459,1.115989,9.97707,0.064858,190.458017,180.976148,0.460106,0.181687,0.22903,0.105482,0.412768,0.015784,0.00586,0.553645,1.618924,0.697233,1.522442,0.65568,0.009389,0.106829,0.007865,0.030775,0.017155,0.249602,0.168456,0.033537,0.015144,0.072861,0.009964,0.039999,0.002971,0.182805,0.005534,0.038187,0.008925,0.076491,0.021279,0.030839,0.017455,0.351099,0.228168,0.042921,0.038685,0.058221,0.01225,0.122592,high
E05000494,433.699395,593.757944,123.482125,115.556208,9.066237,14.72688,3.527076,6.517878,10.214421,15.949994,5.211415,6.305096,18.974274,23.743856,1.569363,2.320898,0.179363,1.632305,81.596132,132.541918,31.743683,58.660898,40.857684,63.799974,20.845659,25.220385,75.897097,94.975425,2.929228,4.484972,1.255538,11.426138,0.02597,182.523653,177.729944,0.447044,0.173915,0.223849,0.114208,0.415821,0.016048,0.006879,0.420853,1.632602,0.703123,1.548249,0.666795,0.008659,0.104422,0.01344,0.034649,0.023258,0.266333,0.150474,0.050188,0.019695,0.055413,0.015237,0.032456,0.003464,0.166645,0.006055,0.040372,0.00924,0.059465,0.034084,0.032623,0.020411,0.336638,0.243617,0.053979,0.048427,0.050964,0.014795,0.104997,mid
E05000090,428.334449,682.733216,132.670447,113.310271,9.450144,15.327038,3.805284,7.254518,10.798879,16.918838,5.022506,6.175779,18.976717,23.699365,1.641516,2.51809,0.201162,1.739409,85.051296,137.943346,34.247555,65.290666,43.195514,67.675352,20.090024,24.703115,75.906867,94.79746,3.032176,4.905931,1.408131,12.175861,0.046326,185.488494,181.433129,0.458526,0.184634,0.232874,0.108309,0.409227,0.016347,0.007591,0.433046,1.638993,0.705876,1.541105,0.663718,0.008134,0.116183,0.01082,0.034023,0.018107,0.263045,0.165191,0.042051,0.018228,0.051531,0.01298,0.031564,0.004264,0.173079,0.006015,0.035021,0.009765,0.053549,0.024732,0.028943,0.015971,0.32704,0.293181,0.044892,0.043142,0.043203,0.01275,0.112597,high
E05000331,356.201085,441.848767,111.530317,96.763104,9.235671,13.818671,3.591349,6.230064,11.521256,17.407264,5.027688,6.034607,19.73168,23.664183,1.693256,2.586021,0.201163,1.588829,83.121039,124.368041,32.322138,56.070575,46.085023,69.629054,20.110751,24.138427,78.926718,94.65673,3.153796,5.090047,1.408143,11.121804,0.101371,186.720448,177.046327,0.445163,0.173104,0.246813,0.107705,0.4227,0.01689,0.007541,0.5242,1.625443,0.70004,1.543762,0.664862,0.014239,0.097829,0.010571,0.024745,0.017104,0.244758,0.161667,0.036987,0.013675,0.079575,0.010354,0.04567,0.005839,0.186998,0.008313,0.03282,0.008856,0.068717,0.029415,0.029481,0.019761,0.343765,0.224517,0.051929,0.040821,0.061192,0.013807,0.116595,mid
E05000362,330.705812,340.342056,94.025668,84.630574,9.507321,13.91675,3.797334,6.715726,9.771758,16.129258,5.673739,6.704667,18.294088,22.56993,1.704563,2.418392,0.201907,1.386151,85.565891,125.250752,34.176009,60.441535,39.087031,64.517031,22.694957,26.818669,73.176354,90.279721,3.217784,4.811012,1.413351,9.703058,0.062194,186.068337,170.653248,0.459863,0.183674,0.210068,0.121971,0.393277,0.017294,0.007596,0.56264,1.678254,0.722785,1.56982,0.676085,0.016705,0.109109,0.0086,0.029519,0.018543,0.271956,0.161019,0.045321,0.018941,0.07127,0.025251,0.025058,0.001634,0.150388,0.006482,0.025434,0.01477,0.08064,0.022429,0.025614,0.0213,0.377046,0.170671,0.0643,0.048991,0.062805,0.023617,0.102587,mid
E05000142,359.166041,427.126136,106.309913,99.24749,8.864139,13.647061,3.472475,6.270755,10.373323,15.930211,5.23341,6.359209,18.433558,22.958124,1.660644,2.440933,0.195421,1.571383,79.777247,122.823547,31.252278,56.436794,41.493294,63.720844,20.933638,25.436835,73.734233,91.832496,3.096032,4.76264,1.367948,10.99968,0.060025,178.909099,172.058462,0.445909,0.174682,0.231924,0.117007,0.412132,0.017305,0.007646,0.498124,1.65325,0.712016,1.563823,0.673502,0.012356,0.103111,0.01238,0.023546,0.021478,0.294131,0.14588,0.043492,0.016011,0.065226,0.011283,0.029541,0.002691,0.169714,0.006151,0.030094,0.012916,0.060432,0.031429,0.023366,0.021818,0.378337,0.204039,0.056149,0.039422,0.06474,0.012754,0.107513,mid
E05009386,416.226774,471.815659,111.901499,101.496169,8.928684,14.904256,3.498577,6.713879,10.032926,16.418404,5.273529,6.468479,18.505813,23.817354,1.5705,2.359865,0.23209,1.784656,80.35816,134.138301,31.487196,60.42491,40.131704,65.673614,21.094116,25.873916,74.023253,95.269417,2.962354,4.589996,1.624628,12.492592,0.020216,180.062511,176.592422,0.446279,0.174868,0.222877,0.117149,0.411098,0.016452,0.009023,0.432607,1.652288,0.711602,1.567852,0.675237,0.011791,0.101691,0.013663,0.036538,0.025178,0.272114,0.146391,0.053284,0.020753,0.046401,0.019223,0.031599,0.004236,0.160226,0.006656,0.03702,0.013235,0.054376,0.03172,0.034538,0.02171,0.34787,0.220443,0.058989,0.056048,0.049146,0.01751,0.10765,mid
E05000327,361.900962,359.421492,121.120357,98.779527,8.848126,13.624977,3.629384,6.521519,10.47988,16.706724,5.388635,6.486057,18.287379,22.921465,1.571939,2.316763,0.281066,1.718506,79.633133,122.624796,32.66446,58.693673,41.919521,66.826895,21.554539,25.944227,73.149516,91.685858,2.958388,4.585216,1.967461,12.029542,0.02502,179.263036,170.067408,0.444225,0.182215,0.233844,0.12024,0.408057,0.016503,0.010975,0.495337,1.667647,0.718216,1.584324,0.682331,0.015903,0.110962,0.008963,0.027854,0.01714,0.265067,0.145234,0.056838,0.023268,0.061269,0.017771,0.023991,0.00246,0.170774,0.004522,0.024787,0.023195,0.061927,0.018491,0.030524,0.017566,0.360103,0.192792,0.065775,0.05304,0.071163,0.019501,0.109117,mid
E05000259,348.333137,324.921749,104.91006,84.518294,9.015852,14.597858,3.572738,6.863196,9.030235,15.325599,5.593688,6.940742,15.644534,21.59969,1.638864,2.498041,0.312863,1.834055,81.142666,131.38072,32.154639,61.768766,36.120939,61.302395,22.374752,27.762968,62.578137,86.39876,3.111783,4.937697,2.190043,12.838387,0.039902,171.39738,170.974859,0.473418,0.187603,0.210744,0.130543,0.365106,0.018155,0.012778,0.49205,1.742426,0.750422,1.610285,0.693512,0.015035,0.108445,0.012867,0.030392,0.026276,0.33451,0.121378,0.055645,0.022609,0.05133,0.013787,0.018188,0.002805,0.136705,0.004809,0.019211,0.026004,0.0752,0.026078,0.028361,0.025406,0.399098,0.165314,0.063766,0.053886,0.061007,0.014297,0.087587,low
E05000214,420.681831,567.682591,111.239481,108.841148,9.069002,14.771816,3.314018,6.062168,10.246922,16.146978,5.177338,6.369298,19.313785,24.129619,1.544509,2.343864,0.207809,1.799687,81.621019,132.946346,29.826159,54.559508,40.987686,64.587912,20.709353,25.477191,77.255139,96.518476,2.860067,4.570578,1.454661,12.59781,0.040808,183.900239,179.507058,0.443833,0.162187,0.22288,0.112612,0.420093,0.015552,0.00791,0.437148,1.62699,0.700706,1.5492,0.667204,0.011036,0.093793,0.011588,0.031288,0.021739,0.255793,0.156344,0.056537,0.023262,0.066966,0.013633,0.037033,0.004994,0.158535,0.00674,0.042258,0.00846,0.061565,0.029052,0.028071,0.018535,0.336227,0.238739,0.060557,0.058788,0.054817,0.012876,0.100771,high
E05000339,347.341751,592.256229,113.839702,94.926554,9.592184,14.116259,3.693909,6.418893,11.188454,17.116607,4.97795,5.988245,19.003297,23.120021,1.58125,2.300442,0.173049,1.488125,86.329657,127.046327,33.245178,57.770037,44.753815,68.466427,19.911802,23.952982,76.013188,92.480085,2.909643,4.523304,1.211342,10.416875,0.097093,186.375631,177.868266,0.463202,0.178377,0.240127,0.106837,0.407849,0.015612,0.006499,0.536577,1.628441,0.701332,1.527622,0.657911,0.011699,0.093208,0.008422,0.022602,0.015409,0.240839,0.168685,0.038171,0.016274,0.081622,0.010288,0.054718,0.004211,0.188237,0.00544,0.032981,0.007193,0.055826,0.022928,0.02441,0.015066,0.328513,0.26621,0.04839,0.044042,0.058877,0.013554,0.122183,high
E05000298,405.73207,465.167926,125.249252,102.378391,8.539249,14.302051,3.496619,6.899161,9.752878,15.752797,5.05712,6.307862,17.665995,22.788535,1.649609,2.411399,0.219158,1.581626,76.853241,128.718462,31.46957,62.092452,39.011513,63.01119,20.228478,25.231449,70.663982,91.15414,3.102658,4.723861,1.534103,11.071385,0.020434,172.382463,172.551136,0.44583,0.182557,0.226308,0.117346,0.409926,0.017999,0.008899,0.424868,1.665193,0.71716,1.574661,0.67817,0.010426,0.121951,0.012428,0.032433,0.020126,0.316949,0.136981,0.042256,0.020116,0.048525,0.018622,0.019298,0.002248,0.147736,0.005186,0.027003,0.017717,0.070151,0.025519,0.03114,0.019088,0.393931,0.202218,0.046218,0.045707,0.051862,0.018253,0.095915,mid
E05000465,312.111876,310.563921,109.809906,90.81002,9.409611,13.588037,3.681145,6.343374,11.422877,17.739148,5.314279,6.293104,19.604315,23.4978,1.64914,2.466325,0.238455,1.686506,84.686502,122.292329,33.130305,57.090369,45.691509,70.956592,21.257116,25.172417,78.417259,93.991199,3.054434,4.868749,1.669184,11.805545,0.082066,189.084495,174.528621,0.447876,0.175214,0.241646,0.112421,0.414721,0.016154,0.008828,0.605823,1.641445,0.706932,1.55647,0.670335,0.014721,0.09773,0.009035,0.021621,0.014064,0.232208,0.175584,0.043065,0.018386,0.085233,0.014292,0.039577,0.00417,0.182066,0.006546,0.026309,0.015391,0.065526,0.022759,0.025559,0.015894,0.320973,0.215294,0.059604,0.052138,0.073903,0.018843,0.129508,mid
E05000619,341.495075,311.924114,98.236402,82.907615,9.124582,14.425507,3.601752,6.898198,9.080541,15.61505,5.735706,7.073568,16.429034,22.460406,1.703287,2.579352,0.352787,1.888187,82.12124,129.829566,32.415769,62.083783,36.322165,62.460202,22.942825,28.29427,65.716137,89.841626,3.236629,5.118706,2.469508,13.217312,0.041545,176.486338,172.30479,0.465312,0.183673,0.205807,0.129998,0.372358,0.018339,0.013993,0.516805,1.740195,0.749461,1.618899,0.697222,0.020471,0.103554,0.012213,0.029951,0.029533,0.311915,0.133356,0.052848,0.02166,0.052436,0.016091,0.020226,0.003065,0.134722,0.00584,0.022771,0.029348,0.070914,0.02568,0.027978,0.027344,0.376952,0.183907,0.063183,0.050021,0.063819,0.017546,0.092656,low
E05000086,417.875389,636.09444,124.65131,103.79801,9.366969,15.001265,3.761871,7.035881,11.040664,16.999457,4.91077,6.06756,18.926848,23.835673,1.605565,2.47854,0.196357,1.659247,84.302724,135.011381,33.856842,63.322931,44.162658,67.997828,19.643081,24.270241,75.70739,95.342691,2.963017,4.822769,1.374498,11.614729,0.033527,183.99071,179.990981,0.45819,0.184014,0.240027,0.106761,0.411474,0.016104,0.00747,0.4403,1.631982,0.702856,1.536339,0.661665,0.01021,0.116655,0.011281,0.034345,0.018177,0.251675,0.15592,0.042134,0.017924,0.053293,0.01352,0.037987,0.004027,0.17842,0.006684,0.038213,0.009535,0.058113,0.025173,0.030155,0.017253,0.321765,0.273946,0.047087,0.04928,0.045558,0.014441,0.117229,high
